timestamp,ver,product_family,country,device_type,os,checkout_failure_count,payment_api_failure_count,purchase_count,revenue
2018-05-21 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3447.299,1559.9475,12194.1727,15875.2994
2018-05-21 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1392.5347,2296.5252,8400.3403,21205.6709
2018-05-21 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,1675.1571,1947.7226,13495.8495,10038.1536
2018-05-21 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,2981.3574,1713.4418,13219.1752,12284.1115
2018-05-21 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1645.2023,2421.2252,12638.2704,12731.9761
2018-05-21 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1773.7215,1561.2601,12952.1541,18756.9909
2018-05-22 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3381.0905,1551.5675,11149.61,15256.9365
2018-05-22 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1381.1697,2338.7964,7892.7188,19449.9346
2018-05-22 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,1659.9397,1931.831,13044.3754,9397.2835
2018-05-22 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,2792.6039,1671.2873,12781.8258,12187.4561
2018-05-22 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1608.1819,2490.5585,13421.3961,12410.0965
2018-05-22 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1888.8118,1506.9455,13359.966,19995.6624
2018-05-23 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3447.0007,1498.4402,10178.0028,13545.2583
2018-05-23 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1423.4089,2304.2357,7139.7689,18032.3175
2018-05-23 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,1543.1186,1827.6782,12446.866,9240.9297
2018-05-23 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,2806.1475,1682.8061,12522.6766,11276.4496
2018-05-23 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1670.1046,2533.4445,14068.7215,12892.4894
2018-05-23 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1886.6792,1592.8057,13201.8535,20501.2259
2018-05-24 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3504.175,1500.4803,9753.1759,13501.3553
2018-05-24 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1344.8187,2281.0197,6727.6847,17097.0803
2018-05-24 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,1620.4879,1761.8763,12100.8955,9475.9631
2018-05-24 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,2660.8514,1722.8991,12391.8636,11843.2955
2018-05-24 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1561.5986,2533.3487,14274.1633,13246.8745
2018-05-24 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1931.5666,1558.0245,13382.1092,21601.6314
2018-05-25 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3378.2859,1558.2285,9459.6195,13111.8373
2018-05-25 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1373.3429,2399.1315,6661.2555,16734.909
2018-05-25 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,1650.6649,1746.686,12363.1273,9179.9472
2018-05-25 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,2650.9478,1655.246,12471.3727,12169.7033
2018-05-25 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1584.7686,2592.5326,15009.3761,13295.7946
2018-05-25 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1907.8686,1567.5167,13781.2164,22485.9787
2018-05-26 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3329.7692,1544.8688,9796.2294,12926.1283
2018-05-26 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1399.8926,2277.6844,6707.166,16936.1325
2018-05-26 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,1593.4761,1737.9375,12059.5079,9556.1091
2018-05-26 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,2650.5162,1751.1835,12825.3212,11833.1713
2018-05-26 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1657.6743,2681.936,15906.5897,13376.5405
2018-05-26 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1833.625,1594.5184,13911.2785,23551.5751
2018-05-27 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3406.1009,1503.1579,9820.7775,12521.1556
2018-05-27 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1363.8287,2323.5455,6855.4335,16734.2332
2018-05-27 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,1723.4447,1842.9534,12379.3113,10017.7313
2018-05-27 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,2662.9371,1637.5125,13104.1495,12824.8038
2018-05-27 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1599.4782,2678.3927,16703.1567,13680.014
2018-05-27 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1821.5048,1574.1066,14348.4336,23756.9403
2018-05-28 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3336.0276,1553.0387,10055.599,13249.7026
2018-05-28 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1400.1041,2256.7529,6920.5047,17378.0061
2018-05-28 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,1792.3726,1867.0822,13037.6993,10261.3771
2018-05-28 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,2699.3235,1712.9467,13825.3369,12714.8243
2018-05-28 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1638.0104,2694.9676,17054.6434,13726.2407
2018-05-28 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1877.9528,1550.042,14175.3698,24977.1175
2018-05-29 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3304.1501,1498.0975,10205.6695,13686.9193
2018-05-29 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1380.5368,2238.0638,6960.5669,18079.1372
2018-05-29 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,1877.2171,1837.7861,12740.7175,10967.0476
2018-05-29 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,2781.1514,1670.2024,14524.1335,13926.4731
2018-05-29 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1598.8761,2745.8754,17027.2286,13956.0923
2018-05-29 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1843.7395,1519.806,14515.0399,24994.5655
2018-05-30 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3478.3968,1536.6186,10756.3953,14141.1528
2018-05-30 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1373.6687,2357.2316,7495.6062,18719.3453
2018-05-30 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,1962.2521,1946.771,13133.6378,10994.2836
2018-05-30 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,2880.4279,1738.5964,15414.7226,13910.9329
2018-05-30 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1577.1483,2902.9625,17215.7553,13864.6822
2018-05-30 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1838.1828,1592.3339,15219.107,24456.843
2018-05-31 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3510.9859,1534.7035,10903.5432,14937.5962
2018-05-31 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1373.5268,2352.5366,7932.2913,19189.9263
2018-05-31 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,1978.828,1947.3255,12875.3715,11599.0044
2018-05-31 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,2874.7366,1710.4884,15708.0319,14926.6446
2018-05-31 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1685.1871,2915.1457,17344.893,14428.5035
2018-05-31 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1840.4402,1548.6112,15356.1567,24714.3679
2018-06-01 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3436.7632,1593.9411,11565.5909,15545.2443
2018-06-01 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1370.7123,2352.5576,8142.4933,20803.0363
2018-06-01 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,2105.4439,1898.0363,13745.6472,12425.8579
2018-06-01 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,2940.1377,1655.7657,16176.091,15282.843
2018-06-01 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1608.1653,2910.9123,17618.4318,14294.2723
2018-06-01 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1864.0299,1562.4895,15248.0973,25412.4467
2018-06-02 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3347.6749,1527.871,12086.8538,16052.0252
2018-06-02 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1377.4676,2281.2473,8595.4936,20936.1393
2018-06-02 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,2174.7633,2038.6181,13511.2715,12651.093
2018-06-02 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,2921.4681,1633.1914,17260.652,16345.6409
2018-06-02 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1674.4195,2958.4041,18332.7889,15308.2548
2018-06-02 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1877.9905,1531.3563,15650.8115,26240.7487
2018-06-03 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3463.7725,1544.3732,12578.8636,16952.8836
2018-06-03 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1386.5375,2278.6776,8708.7988,21930.7218
2018-06-03 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,2144.9667,2027.4352,13989.3313,12374.1475
2018-06-03 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,3013.4885,1730.5183,17128.1381,15613.9826
2018-06-03 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1617.6229,3028.5807,18477.2627,15165.203
2018-06-03 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1789.3735,1521.591,15660.9045,26548.2567
2018-06-04 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3408.2802,1546.2314,13209.4006,17678.6954
2018-06-04 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1408.5947,2369.2378,9003.9316,23116.4494
2018-06-04 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,2133.3096,2083.632,14056.3586,12526.0722
2018-06-04 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,3046.5282,1718.5147,16925.4588,15647.3553
2018-06-04 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1696.7402,3003.322,18356.3761,15130.0407
2018-06-04 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1890.212,1564.342,15721.9982,26355.8303
2018-06-05 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3430.099,1483.1291,12937.6479,17540.3091
2018-06-05 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1359.5395,2251.2845,9211.1086,22714.4487
2018-06-05 04:25:29,ECOM_200,Clothes,Canada,Mobile,iOS,2153.6194,2116.349,14089.3557,12484.0852
2018-06-05 04:25:29,ECOM_200,Shoes,Canada,Mobile,iOS,3166.9207,1694.2819,16817.8679,15864.7198
2018-06-05 04:25:29,ECOM_200,Clothes,GreatBritain,Mobile,iOS,1595.8524,3033.1304,17611.2958,15165.8444
2018-06-05 04:25:29,ECOM_200,Shoes,GreatBritain,Mobile,iOS,1942.198,1595.2539,16290.3278,26365.4159
2018-06-06 04:25:29,ECOM_200,Clothes,USA,Mobile,iOS,3365.4987,1551.6166,12935.314,17580.6579
2018-06-06 04:25:29,ECOM_200,Shoes,USA,Mobile,iOS,1333.3574,2236.8757,9156.4819,22435.4846
